song name,artist,wav file location
Corduroy Dreams,Rex Orange County,downloads/Corduroy Dreams - Rex Orange County.wav
Pop Star,Coco & Clair Clair,downloads/Pop Star - Coco & Clair Clair.wav
Feeling Good,Nina Simone,downloads/Feeling Good - Nina Simone.wav
London Boy,Taylor Swift,downloads/London Boy - Taylor Swift.wav
Tiny Dancer,Elton John,downloads/Tiny Dancer - Elton John.wav
Classy 101,Feid,downloads/Classy 101 - Feid.wav
Flaws and Sins,Juice WRLD,downloads/Flaws and Sins - Juice WRLD.wav
Touch My Body,Mariah Carey,downloads/Touch My Body - Mariah Carey.wav
Nine Ball,Zach Bryan,downloads/Nine Ball - Zach Bryan.wav
Eternal Light,Free Nationals,downloads/Eternal Light - Free Nationals.wav
L’Amour De Ma Vie,Billie Eilish,downloads/L’Amour De Ma Vie - Billie Eilish.wav
Disritmia,Casuarina,downloads/Disritmia - Casuarina.wav
You Need Me Now? (feat. Sabrina Carpenter),Girl In Red,downloads/You Need Me Now? (feat. Sabrina Carpenter) - Girl In Red.wav
Everywhere I Go,Hollywood Undead,downloads/Everywhere I Go - Hollywood Undead.wav
Hoe Cakes,MF DOOM,downloads/Hoe Cakes - MF DOOM.wav
Angels,Robbie Williams,downloads/Angels - Robbie Williams.wav
Ordinary World,Duran Duran,downloads/Ordinary World - Duran Duran.wav
KRYPTONITE,Don Toliver,downloads/KRYPTONITE - Don Toliver.wav
Back In Blood (feat. Lil Durk),Pooh Shiesty,downloads/Back In Blood (feat. Lil Durk) - Pooh Shiesty.wav
A Milli,Lil Wayne,downloads/A Milli - Lil Wayne.wav
Out Of My League,Fitz and the Tantrums,downloads/Out Of My League - Fitz and the Tantrums.wav
Psycho,System of a Down,downloads/Psycho - System of a Down.wav
LES,Childish Gambino,downloads/LES - Childish Gambino.wav
Come and Get Your Love,Single Version - Redbone,downloads/Come and Get Your Love - Single Version - Redbone.wav
Tornado Warnings,Sabrina Carpenter,downloads/Tornado Warnings - Sabrina Carpenter.wav
(You) On My Arm,Leith Ross,downloads/(You) On My Arm - Leith Ross.wav
a lot,21 Savage,downloads/a lot - 21 Savage.wav
Tomorrow Comes Today,Gorillaz,downloads/Tomorrow Comes Today - Gorillaz.wav
Tití Me Preguntó,Bad Bunny,downloads/Tití Me Preguntó - Bad Bunny.wav
Bad Liar,Selena Gomez,downloads/Bad Liar - Selena Gomez.wav
almost fantasy,Fog Lake,downloads/almost fantasy - Fog Lake.wav
Growing Sideways,Noah Kahan,downloads/Growing Sideways - Noah Kahan.wav
Diamonds From Sierra Leone,remix - Kanye West,downloads/Diamonds From Sierra Leone - remix - Kanye West.wav
Truman (HAN & Felix),STRAY KIDS,downloads/Truman (HAN & Felix) - STRAY KIDS.wav
Frances,Role Model,downloads/Frances - Role Model.wav
Nikes on My Feet,Mac Miller,downloads/Nikes on My Feet - Mac Miller.wav
I Can See You (Taylor’s Version) (From The Vault),Taylor Swift,downloads/I Can See You (Taylor’s Version) (From The Vault) - Taylor Swift.wav
Falling,Trevor Daniel,downloads/Falling - Trevor Daniel.wav
Run It! (feat. Juelz Santana),Chris Brown,downloads/Run It! (feat. Juelz Santana) - Chris Brown.wav
The Ends,Travis Scott,downloads/The Ends - Travis Scott.wav
New Patek,LIL UZI VERT,downloads/New Patek - LIL UZI VERT.wav
Banana Pancakes,Jack Johnson,downloads/Banana Pancakes - Jack Johnson.wav
A Pearl,Mitski,downloads/A Pearl - Mitski.wav
Pray For Me,The Weeknd,downloads/Pray For Me - The Weeknd.wav
Those Eyes,New West,downloads/Those Eyes - New West.wav
Charcoal Baby,Blood Orange,downloads/Charcoal Baby - Blood Orange.wav
On & On,Erykah Badu,downloads/On & On - Erykah Badu.wav
From the Subway Train,Vansire,downloads/From the Subway Train - Vansire.wav
TWENTIES,GIVĒON,downloads/TWENTIES - GIVĒON.wav
we're not alike,Tate McRae,downloads/we're not alike - Tate McRae.wav
Pink Dolphin Sunset (feat. Tee),Tory Lanez,downloads/Pink Dolphin Sunset (feat. Tee) - Tory Lanez.wav
Dior,Pop Smoke,downloads/Dior - Pop Smoke.wav
Tyrant,Beyoncé,downloads/Tyrant - Beyoncé.wav
I Don't Smoke,Mitski,downloads/I Don't Smoke - Mitski.wav
Class of 2013,Mitski,downloads/Class of 2013 - Mitski.wav
The Moment I Knew (Taylor's Version),Taylor Swift,downloads/The Moment I Knew (Taylor's Version) - Taylor Swift.wav
Absolute in Doubt,LIL PEEP,downloads/Absolute in Doubt - LIL PEEP.wav
Strawberry Fields Forever,Remastered 2009 - The Beatles,downloads/Strawberry Fields Forever - Remastered 2009 - The Beatles.wav
Second Chance,Shinedown,downloads/Second Chance - Shinedown.wav
Sunshine of Your Love,Cream,downloads/Sunshine of Your Love - Cream.wav
Pop,OsamaSon,downloads/Pop - OsamaSon.wav
DnB Ting,Skrillex,downloads/DnB Ting - Skrillex.wav
Funeral,Phoebe Bridgers,downloads/Funeral - Phoebe Bridgers.wav
Mis,Alex G,downloads/Mis - Alex G.wav
Earthmover,Have a Nice Life,downloads/Earthmover - Have a Nice Life.wav
god's chariots,Oklou,downloads/god's chariots - Oklou.wav
Mess Is Mine,Vance Joy,downloads/Mess Is Mine - Vance Joy.wav
Hot & Heavy,Lucy Dacus,downloads/Hot & Heavy - Lucy Dacus.wav
Be Sweet,Japanese Breakfast,downloads/Be Sweet - Japanese Breakfast.wav
Seventeen,Marina,downloads/Seventeen - Marina.wav
"Money, Money, Money",ABBA,"downloads/Money, Money, Money - ABBA.wav"
Imagine,Ariana Grande,downloads/Imagine - Ariana Grande.wav
Love Me Right,Exo,downloads/Love Me Right - Exo.wav
Roseblood,Mazzy Star,downloads/Roseblood - Mazzy Star.wav
Take It Off,Kesha,downloads/Take It Off - Kesha.wav
Another One,Mac DeMarco,downloads/Another One - Mac DeMarco.wav
What's Luv? (Feat. Ja-Rule & Ashanti),Fat Joe,downloads/What's Luv? (Feat. Ja-Rule & Ashanti) - Fat Joe.wav
Your Woman,White Town,downloads/Your Woman - White Town.wav
Silver Lining,Mt. Joy,downloads/Silver Lining - Mt. Joy.wav
Sweet Boy,Malcolm Todd,downloads/Sweet Boy - Malcolm Todd.wav
strangers,proderics,downloads/strangers - proderics.wav
Blessed,Daniel Caesar,downloads/Blessed - Daniel Caesar.wav
My Love (feat. T.I.),Justin Timberlake,downloads/My Love (feat. T.I.) - Justin Timberlake.wav
Hasta la Raíz,Natalia Lafourcade,downloads/Hasta la Raíz - Natalia Lafourcade.wav
Jenny from the Block (feat. Jadakiss & Styles P.),Track Masters Remix - Jennifer Lopez,downloads/Jenny from the Block (feat. Jadakiss & Styles P.) - Track Masters Remix - Jennifer Lopez.wav
Kids,Current Joys,downloads/Kids - Current Joys.wav
Die Hard,Kendrick Lamar,downloads/Die Hard - Kendrick Lamar.wav
Rock N Roll,Ken Carson,downloads/Rock N Roll - Ken Carson.wav
Beaches,beabadoobee,downloads/Beaches - beabadoobee.wav
EXTRAL (feat. Doechii),Jennie,downloads/EXTRAL (feat. Doechii) - Jennie.wav
Interlude: What Are You Doing Now,BTS,downloads/Interlude: What Are You Doing Now - BTS.wav
TEMPTATION,Joey Bada$$,downloads/TEMPTATION - Joey Bada$$.wav
Malibu,Miley Cyrus,downloads/Malibu - Miley Cyrus.wav
Primadonna,Marina,downloads/Primadonna - Marina.wav
Bunny is a Rider,Caroline Polachek,downloads/Bunny is a Rider - Caroline Polachek.wav
High Horse,NMixx,downloads/High Horse - NMixx.wav
Advice,Alex G,downloads/Advice - Alex G.wav
Thank You (Not So Bad),Dimitri Vegas & Like Mike,downloads/Thank You (Not So Bad) - Dimitri Vegas & Like Mike.wav
Mad World,Tears for Fears,downloads/Mad World - Tears for Fears.wav
Everybody Dies,Billie Eilish,downloads/Everybody Dies - Billie Eilish.wav
You Can Call Me Al,Paul Simon,downloads/You Can Call Me Al - Paul Simon.wav
migraine,jaydes,downloads/migraine - jaydes.wav
Where I End and You Begin,Radiohead,downloads/Where I End and You Begin - Radiohead.wav
Lovely Day,Bill Withers,downloads/Lovely Day - Bill Withers.wav
Midnight Fiction,Illit,downloads/Midnight Fiction - Illit.wav
Laputa,Panchiko,downloads/Laputa - Panchiko.wav
Waiting for a Girl Like You,Foreigner,downloads/Waiting for a Girl Like You - Foreigner.wav
Self Love (Spider-Man: Across the Spider-Verse) (Metro Boomin & Coi Leray),Metro Boomin,downloads/Self Love (Spider-Man: Across the Spider-Verse) (Metro Boomin & Coi Leray) - Metro Boomin.wav
CLUB CLASSICS,Charli XCX,downloads/CLUB CLASSICS - Charli XCX.wav
All Red,Playboi Carti,downloads/All Red - Playboi Carti.wav
Black Hole Sun,Soundgarden,downloads/Black Hole Sun - Soundgarden.wav
the man who sold the world,live - Nirvana,downloads/the man who sold the world - live - Nirvana.wav
Feel Better,Penelope Scott,downloads/Feel Better - Penelope Scott.wav
Whistle,Flo Rida,downloads/Whistle - Flo Rida.wav
Do To Me,Tim Sanders,downloads/Do To Me - Tim Sanders.wav
Down In A Hole (2022 Remaster),Alice in Chains,downloads/Down In A Hole (2022 Remaster) - Alice in Chains.wav
vampire,Olivia Rodrigo,downloads/vampire - Olivia Rodrigo.wav
This Hurts,Mindless Self Indulgence,downloads/This Hurts - Mindless Self Indulgence.wav
Mirror,Kendrick Lamar,downloads/Mirror - Kendrick Lamar.wav
The Boy,The Smashing Pumpkins,downloads/The Boy - The Smashing Pumpkins.wav
Ease,Whirr,downloads/Ease - Whirr.wav
Little Dark Age,MGMT,downloads/Little Dark Age - MGMT.wav
Praise,Panda Bear,downloads/Praise - Panda Bear.wav
Louise,TV Girl,downloads/Louise - TV Girl.wav
Hurt,Nine Inch Nails,downloads/Hurt - Nine Inch Nails.wav
Bleed the Freak,Alice in Chains,downloads/Bleed the Freak - Alice in Chains.wav
Arcade,Duncan Laurence,downloads/Arcade - Duncan Laurence.wav
us. (feat. Taylor Swift),Gracie Abrams,downloads/us. (feat. Taylor Swift) - Gracie Abrams.wav
Touch Me,The Doors,downloads/Touch Me - The Doors.wav
nineteen,LIL PEEP,downloads/nineteen - LIL PEEP.wav
"Athens, France","Black Country, New Road","downloads/Athens, France - Black Country, New Road.wav"
What Comes Next?,Jonathan Groff,downloads/What Comes Next? - Jonathan Groff.wav
Robbers,The 1975,downloads/Robbers - The 1975.wav
Reptilia,The Strokes,downloads/Reptilia - The Strokes.wav
Gorgeous,Kanye West,downloads/Gorgeous - Kanye West.wav
Hey Baby (Drop It to the Floor) (feat. T-Pain),Pitbull,downloads/Hey Baby (Drop It to the Floor) (feat. T-Pain) - Pitbull.wav
In The Air,Destroy Lonely,downloads/In The Air - Destroy Lonely.wav
ON,BTS,downloads/ON - BTS.wav
Andrea,Bad Bunny,downloads/Andrea - Bad Bunny.wav
seoul (prod. HONNE),RM,downloads/seoul (prod. HONNE) - RM.wav
"2econd 2ight 2eer (that was fun, goodbye.)",Will Wood,"downloads/2econd 2ight 2eer (that was fun, goodbye.) - Will Wood.wav"
LASERS,PARTYNEXTDOOR,downloads/LASERS - PARTYNEXTDOOR.wav
Devuélveme a Mi Chica,Hombres G,downloads/Devuélveme a Mi Chica - Hombres G.wav
Freak,Doja Cat,downloads/Freak - Doja Cat.wav
Fourth of July,Sufjan Stevens,downloads/Fourth of July - Sufjan Stevens.wav
Walk It Talk It,Migos,downloads/Walk It Talk It - Migos.wav
Televangelism,Ethel Cain,downloads/Televangelism - Ethel Cain.wav
Love & War,Kodak Black,downloads/Love & War - Kodak Black.wav
"i knew it, i know you",Gracie Abrams,"downloads/i knew it, i know you - Gracie Abrams.wav"
House of Gold,Twenty One Pilots,downloads/House of Gold - Twenty One Pilots.wav
"Crazy Story, Pt. 3",King Von,"downloads/Crazy Story, Pt. 3 - King Von.wav"
ALIEN SUPERSTAR,Beyoncé,downloads/ALIEN SUPERSTAR - Beyoncé.wav
Genesis,Grimes,downloads/Genesis - Grimes.wav
Make You Feel My Love,Adele,downloads/Make You Feel My Love - Adele.wav
"Hey, Soul Sister",Train,"downloads/Hey, Soul Sister - Train.wav"
Can't Stop,Red Hot Chili Peppers,downloads/Can't Stop - Red Hot Chili Peppers.wav
No One Noticed (Extended English),The Marías,downloads/No One Noticed (Extended English) - The Marías.wav
intro,clipping.,downloads/intro - clipping..wav
Ptolemaea,Ethel Cain,downloads/Ptolemaea - Ethel Cain.wav
Beautiful Day,U2,downloads/Beautiful Day - U2.wav
Billie Bossa Nova,Billie Eilish,downloads/Billie Bossa Nova - Billie Eilish.wav
Starry Eyes,Cigarettes After Sex,downloads/Starry Eyes - Cigarettes After Sex.wav
Intergalactic,Remastered 2009 - Beastie Boys,downloads/Intergalactic - Remastered 2009 - Beastie Boys.wav
"Signed, Sealed, Delivered (I'm Yours)",Stevie Wonder,"downloads/Signed, Sealed, Delivered (I'm Yours) - Stevie Wonder.wav"
Don't Come Out The House (with 21 Savage),Metro Boomin,downloads/Don't Come Out The House (with 21 Savage) - Metro Boomin.wav
Giorgio by Moroder,Daft Punk,downloads/Giorgio by Moroder - Daft Punk.wav
You’re Gonna Go Far,Noah Kahan,downloads/You’re Gonna Go Far - Noah Kahan.wav
Bad,2012 Remaster - Michael Jackson,downloads/Bad - 2012 Remaster - Michael Jackson.wav
Ela Joga na Hora,MC Pogba,downloads/Ela Joga na Hora - MC Pogba.wav
Cheer Up,TWICE,downloads/Cheer Up - TWICE.wav
Am I Wrong,BTS,downloads/Am I Wrong - BTS.wav
Slow Dance,Clairo,downloads/Slow Dance - Clairo.wav
MORE,J-Hope,downloads/MORE - J-Hope.wav
Without Me,Eminem,downloads/Without Me - Eminem.wav
Sour Times,Portishead,downloads/Sour Times - Portishead.wav
I Don't Love You,My Chemical Romance,downloads/I Don't Love You - My Chemical Romance.wav
Forever & Always (Taylor’s Version),Taylor Swift,downloads/Forever & Always (Taylor’s Version) - Taylor Swift.wav
F L Y,Spectrum,downloads/F L Y - Spectrum.wav
Where the Wild Things Are,Luke Combs,downloads/Where the Wild Things Are - Luke Combs.wav
I Want You,Marvin Gaye,downloads/I Want You - Marvin Gaye.wav
Spectre,Radiohead,downloads/Spectre - Radiohead.wav
TMW,AveNoir,downloads/TMW - AveNoir.wav
California Dreamin',The Mamas & the Papas,downloads/California Dreamin' - The Mamas & the Papas.wav
Get Dripped (feat. Playboi Carti),Lil Yachty,downloads/Get Dripped (feat. Playboi Carti) - Lil Yachty.wav
Heartbeats,José González,downloads/Heartbeats - José González.wav
Parabola,Tool,downloads/Parabola - Tool.wav
Be Nice 2 Me,Bladee,downloads/Be Nice 2 Me - Bladee.wav
Love Will Tear Us Apart,2020 Remaster - Joy Division,downloads/Love Will Tear Us Apart - 2020 Remaster - Joy Division.wav
Transportin',Kodak Black,downloads/Transportin' - Kodak Black.wav
Never Tear Us Apart,INXS,downloads/Never Tear Us Apart - INXS.wav
A Bird's Last Look,Macabre Plaza,downloads/A Bird's Last Look - Macabre Plaza.wav
Luxúria,Xamã,downloads/Luxúria - Xamã.wav
love language,Ariana Grande,downloads/love language - Ariana Grande.wav
flutter,Julie,downloads/flutter - Julie.wav
ilomilo,Billie Eilish,downloads/ilomilo - Billie Eilish.wav
Florida!!! (feat. Florence + the Machine),Taylor Swift,downloads/Florida!!! (feat. Florence + the Machine) - Taylor Swift.wav
Waiting for the End,Linkin Park,downloads/Waiting for the End - Linkin Park.wav
Limp,Fiona Apple,downloads/Limp - Fiona Apple.wav
Needles,System of a Down,downloads/Needles - System of a Down.wav
tWo ghOSTs,Harry Styles,downloads/tWo ghOSTs - Harry Styles.wav
Headbangeeeeerrrrr!!!!!,BABYMETAL,downloads/Headbangeeeeerrrrr!!!!! - BABYMETAL.wav
Why Are Sundays So Depressing,The Strokes,downloads/Why Are Sundays So Depressing - The Strokes.wav
Afraid,The Neighbourhood,downloads/Afraid - The Neighbourhood.wav
MakeDamnSure,Taking Back Sunday,downloads/MakeDamnSure - Taking Back Sunday.wav
DHL,Frank Ocean,downloads/DHL - Frank Ocean.wav
Violent Crimes,Kanye West,downloads/Violent Crimes - Kanye West.wav
The Mercy of the Wind,Million Eyes,downloads/The Mercy of the Wind - Million Eyes.wav
Your Apartment,Wallows,downloads/Your Apartment - Wallows.wav
Paris,The Chainsmokers,downloads/Paris - The Chainsmokers.wav
Only Ones Who Know,Arctic Monkeys,downloads/Only Ones Who Know - Arctic Monkeys.wav
Beautiful,Snoop Dogg,downloads/Beautiful - Snoop Dogg.wav
Bonfire,Childish Gambino,downloads/Bonfire - Childish Gambino.wav
How to Be a Heartbreaker,Marina,downloads/How to Be a Heartbreaker - Marina.wav
SUPER TUNA,Jin,downloads/SUPER TUNA - Jin.wav
Bitter Sweet Symphony,Remastered 2016 - The Verve,downloads/Bitter Sweet Symphony - Remastered 2016 - The Verve.wav
Heliosphan,Aphex Twin,downloads/Heliosphan - Aphex Twin.wav
2 + 2 = 5,Radiohead,downloads/2 + 2 = 5 - Radiohead.wav
My Way,Calvin Harris,downloads/My Way - Calvin Harris.wav
Root,Deftones,downloads/Root - Deftones.wav
This Feeling Will Pass,Take Care,downloads/This Feeling Will Pass - Take Care.wav
Springsteen,Eric Church,downloads/Springsteen - Eric Church.wav
Feels Like,Gracie Abrams,downloads/Feels Like - Gracie Abrams.wav
Soft Spot,Keshi,downloads/Soft Spot - Keshi.wav
Uno II,Viagra Boys,downloads/Uno II - Viagra Boys.wav
haunt me (x 3),Teen Suicide,downloads/haunt me (x 3) - Teen Suicide.wav
cats in the cold,mage tears,downloads/cats in the cold - mage tears.wav
Cocoon,Catfish and The Bottlemen,downloads/Cocoon - Catfish and The Bottlemen.wav
(Sic),Slipknot,downloads/(Sic) - Slipknot.wav
That's That,MF DOOM,downloads/That's That - MF DOOM.wav
The Bad Touch,Bloodhound Gang,downloads/The Bad Touch - Bloodhound Gang.wav
Accidentally In Love,"From ""Shrek 2"" Soundtrack - Counting Crows","downloads/Accidentally In Love - From ""Shrek 2"" Soundtrack - Counting Crows.wav"
Empire State Of Mind,Jay-Z,downloads/Empire State Of Mind - Jay-Z.wav
Fresh Out the Slammer,Taylor Swift,downloads/Fresh Out the Slammer - Taylor Swift.wav
girl i’ve always been,Olivia Rodrigo,downloads/girl i’ve always been - Olivia Rodrigo.wav
Die4Guy,Playboi Carti,downloads/Die4Guy - Playboi Carti.wav
Palace,A$AP Rocky,downloads/Palace - A$AP Rocky.wav
thE 1,Taylor Swift,downloads/thE 1 - Taylor Swift.wav
16 Mirrors,Alex G,downloads/16 Mirrors - Alex G.wav
Our House,"Crosby, Stills, Nash & Young","downloads/Our House - Crosby, Stills, Nash & Young.wav"
Satisfied,Renée Elise Goldsberry,downloads/Satisfied - Renée Elise Goldsberry.wav
Paradise,Coldplay,downloads/Paradise - Coldplay.wav
Save ME,BTS,downloads/Save ME - BTS.wav
Tormenta (feat. Bad Bunny),Gorillaz,downloads/Tormenta (feat. Bad Bunny) - Gorillaz.wav
Relax,VACATIONS,downloads/Relax - VACATIONS.wav
Lips Of An Angel,Hinder,downloads/Lips Of An Angel - Hinder.wav
"gnx (feat. hitta j3, youngthreat, peysoh)",Kendrick Lamar,"downloads/gnx (feat. hitta j3, youngthreat, peysoh) - Kendrick Lamar.wav"
Die Your Daughter,Susannah Joffe,downloads/Die Your Daughter - Susannah Joffe.wav
Can't Take My Eyes Off You,Frankie Valli,downloads/Can't Take My Eyes Off You - Frankie Valli.wav
Sugar,Maroon 5,downloads/Sugar - Maroon 5.wav
Somebody To Love,Remastered 2011 - Queen,downloads/Somebody To Love - Remastered 2011 - Queen.wav
A Sad Cartoon,Loathe,downloads/A Sad Cartoon - Loathe.wav
Just a Girl,No Doubt,downloads/Just a Girl - No Doubt.wav
n.h.i.e.,21 Savage,downloads/n.h.i.e. - 21 Savage.wav
You (feat. Travis Scott),Don Toliver,downloads/You (feat. Travis Scott) - Don Toliver.wav
God is a Woman,Ariana Grande,downloads/God is a Woman - Ariana Grande.wav
Gin And Juice,Snoop Dogg,downloads/Gin And Juice - Snoop Dogg.wav
Numb Little Bug,Em Beihold,downloads/Numb Little Bug - Em Beihold.wav
Meteor Shower,Cavetown,downloads/Meteor Shower - Cavetown.wav
End Up Gone,Ian,downloads/End Up Gone - Ian.wav
Spring Is Coming With A Strawberry In The Mouth,Caroline Polachek,downloads/Spring Is Coming With A Strawberry In The Mouth - Caroline Polachek.wav
The Weekend,Radio Edit - Michael Gray,downloads/The Weekend - Radio Edit - Michael Gray.wav
Dust in the Wind,Kansas,downloads/Dust in the Wind - Kansas.wav
Overdue (with Travis Scott),Metro Boomin,downloads/Overdue (with Travis Scott) - Metro Boomin.wav
ブルーバード,Ikimonogakari,downloads/ブルーバード - Ikimonogakari.wav
Bam Bam,Sister Nancy,downloads/Bam Bam - Sister Nancy.wav
